code,parent_code,level,name,kode_pos
15.04.05.2015,15.04.05,4,Simpang Kubu Kandang,36657
15.04.05.2016,15.04.05,4,Awin,36657
15.04.05.2017,15.04.05,4,Olak Rambahan,36657
15.04.05.2019,15.04.05,4,Teluk Ketapang,36657
15.04.05.2020,15.04.05,4,Kampung Pulau,36657
15.04.06,15.04,3,Maro Sebo Ulu,
15.04.06.1014,15.04.06,4,Simpang S. Rengas,36652
15.04.06.2001,15.04.06,4,Batu Sawar,36652
15.04.06.2002,15.04.06,4,Peninjauan,36652
15.04.06.2003,15.04.06,4,Teluk Leban,36652
15.04.06.2004,15.04.06,4,Kampung Baru,36652
15.04.06.2005,15.04.06,4,Rengas IX,36652
15.04.06.2006,15.04.06,4,Kembang Seri,36652
15.04.06.2007,15.04.06,4,Buluh Kasab,36652
15.04.06.2008,15.04.06,4,Tebing Tinggi,36652
15.04.06.2009,15.04.06,4,Olak Kemang,36652
15.04.06.2010,15.04.06,4,Padang Kelapo,36652
15.04.06.2011,15.04.06,4,Sungai Lingkar,36652
15.04.06.2012,15.04.06,4,Sungai Ruan Ulu,36652
15.04.06.2013,15.04.06,4,Sungai Ruan Ilir,36652
15.04.06.2015,15.04.06,4,Rawa Mekar,36652
15.04.06.2016,15.04.06,4,Mekar Sari,36652
15.04.06.2017,15.04.06,4,Kembang Seri Baru,36652
15.04.07,15.04,3,Bajubang,
15.04.07.1004,15.04.07,4,Bajubang,36615
15.04.07.2001,15.04.07,4,Bungku,36615
15.04.07.2002,15.04.07,4,Pompa Air,36615
15.04.07.2003,15.04.07,4,Ladang Peris,36615
15.04.07.2005,15.04.07,4,Penerokan,36615
15.04.07.2006,15.04.07,4,Petajen,36615
15.04.07.2007,15.04.07,4,Batin,36615
15.04.07.2008,15.04.07,4,Mekar Jaya,36615
15.04.07.2009,15.04.07,4,Sungkai,36615
15.04.07.2010,15.04.07,4,Mekar Sari Nes,36615
15.04.08,15.04,3,Maro Sebo Ilir,
15.04.08.1008,15.04.08,4,Terusan,36655
15.04.08.2001,15.04.08,4,Bulian Jaya,36655
15.04.08.2002,15.04.08,4,Tidar Kuranji,36655
15.04.08.2003,15.04.08,4,Kehidupan Baru,36655
15.04.08.2004,15.04.08,4,Bukit Sari,36655
15.04.08.2005,15.04.08,4,Karya Mukti,36655
15.04.08.2006,15.04.08,4,Terusan,36655
15.04.08.2007,15.04.08,4,Danau Embat,36655
15.05,15,2,Kabupaten Muaro Jambi,
15.05.01,15.05,3,Jambi Luar Kota,
15.05.01.1003,15.05.01,4,Pijoan,36361
15.05.01.2002,15.05.01,4,Sungai Bertam,36361
15.05.01.2004,15.05.01,4,Pematang Jering,36361
15.05.01.2005,15.05.01,4,Muaro Pijoan,36361
15.05.01.2006,15.05.01,4,Sungai Duren,36361
15.05.01.2007,15.05.01,4,Mendalo Darat,36361
15.05.01.2008,15.05.01,4,Rengas Bandung,36361
15.05.01.2009,15.05.01,4,Sarang Burung,36361
15.05.01.2010,15.05.01,4,Mendalo Laut,36361
15.05.01.2011,15.05.01,4,Sembubuk,36361
15.05.01.2012,15.05.01,4,Senaung,36361
15.05.01.2013,15.05.01,4,Penyengat Olak,36361
15.05.01.2014,15.05.01,4,Simpang Sungai Duren,36361
15.05.01.2015,15.05.01,4,Kedemangan,36361
15.05.01.2016,15.05.01,4,Muhajirin,36361
15.05.01.2017,15.05.01,4,Maro Sebo,36382
15.05.01.2019,15.05.01,4,Danau Sarang Elang,36361
15.05.01.2020,15.05.01,4,Simpang Limo,36361
15.05.01.2021,15.05.01,4,Mendalo Indah,36361
15.05.01.2022,15.05.01,4,Pematang Gajah,36361
15.05.02,15.05,3,Sekernan,
15.05.02.1010,15.05.02,4,Sengeti,36381
15.05.02.2001,15.05.02,4,Suak Putat,36381
15.05.02.2002,15.05.02,4,Rantau Majo,36381
15.05.02.2003,15.05.02,4,Pulau Kayu Aro,36381
15.05.02.2004,15.05.02,4,Pematang Pulai,36381
15.05.02.2005,15.05.02,4,Tan Tan,36381
15.05.02.2006,15.05.02,4,Kedotan,36381
15.05.02.2007,15.05.02,4,Keranggan,36381
15.05.02.2008,15.05.02,4,Berembang,36381
15.05.02.2009,15.05.02,4,Sekernan,36381
15.05.02.2011,15.05.02,4,Gerunggung,36381
15.05.02.2012,15.05.02,4,Tunas Baru,36381
15.05.02.2013,15.05.02,4,Bukit Baling,36381
15.05.02.2014,15.05.02,4,Tanjung Lanjut,36381
15.05.02.2015,15.05.02,4,Suko Awin Jaya,36381
15.05.02.2016,15.05.02,4,Tunas Mudo,36381
15.05.03,15.05,3,Kumpeh,
15.05.03.1008,15.05.03,4,Tanjung,36371
15.05.03.2001,15.05.03,4,Puding,36371
15.05.03.2002,15.05.03,4,Pulau Mentaro,36371
15.05.03.2003,15.05.03,4,Betung,36371
15.05.03.2004,15.05.03,4,Pematang Raman,36371
15.05.03.2005,15.05.03,4,Sungai Bungur,36371
15.05.03.2006,15.05.03,4,Seponjen,36371
15.05.03.2007,15.05.03,4,Sogo,36371
15.05.03.2009,15.05.03,4,Sungai Aur,36371
15.05.03.2010,15.05.03,4,Jebus,36371
15.05.03.2011,15.05.03,4,Gedong Karya,36371
15.05.03.2013,15.05.03,4,Rantau Panjang,36371
15.05.03.2014,15.05.03,4,Londerang,36371
15.05.03.2016,15.05.03,4,Petanang,36371
15.05.03.2017,15.05.03,4,Mekar Sari,36371
15.05.03.2018,15.05.03,4,Rondang,36371
15.05.03.2019,15.05.03,4,Maju Jaya,36371
15.05.04,15.05,3,Maro Sebo,
15.05.04.1002,15.05.04,4,Jambi Kecil,36382
15.05.04.2001,15.05.04,4,Setiris,36382
15.05.04.2003,15.05.04,4,Tanjung Katung,36382
15.05.04.2004,15.05.04,4,Jambi Tulo,36382
15.05.04.2005,15.05.04,4,Baru,36382
15.05.04.2006,15.05.04,4,Danau Lamo,36382
15.05.04.2007,15.05.04,4,Muaro Jambi,36382
15.05.04.2016,15.05.04,4,Niaso,36382
15.05.04.2017,15.05.04,4,Bakung,36382
15.05.04.2018,15.05.04,4,Danau Kedap,36382
15.05.04.2019,15.05.04,4,Mudung Darat,36382
15.05.04.2020,15.05.04,4,Lubuk Raman,36382
15.05.05,15.05,3,Mestong,
15.05.05.1009,15.05.05,4,Tempino,36364
15.05.05.2001,15.05.05,4,Tanjung Pauh Km. 32,36364
15.05.05.2002,15.05.05,4,Pelempang,36364
15.05.05.2003,15.05.05,4,Sungai Landai,36364
15.05.05.2004,15.05.05,4,Ibru,36364
15.05.05.2005,15.05.05,4,Nagasari,36364
15.05.05.2006,15.05.05,4,Sebapo,36364
15.05.05.2010,15.05.05,4,Baru,36364
15.05.05.2011,15.05.05,4,Tanjung Pauh Km. 39,36364
15.05.05.2012,15.05.05,4,Nyogan,36364
15.05.05.2015,15.05.05,4,Suka Damai,36364
15.05.05.2016,15.05.05,4,Pondok Meja,36364
15.05.05.2017,15.05.05,4,Suka Maju,36364
15.05.05.2018,15.05.05,4,Tanjung Pauh Talang Pelita,36364
15.05.05.2019,15.05.05,4,Muaro Sebapo,36364
15.05.06,15.05,3,Kumpeh Ulu,
15.05.06.2001,15.05.06,4,Pudak,36373
15.05.06.2002,15.05.06,4,Muara Kumpeh,36373
15.05.06.2003,15.05.06,4,Kota Karang,36373
15.05.06.2004,15.05.06,4,Kasang Lopak Alai,36373
15.05.06.2005,15.05.06,4,Kasang Pudak,36373
15.05.06.2008,15.05.06,4,Solok,36373
15.05.06.2009,15.05.06,4,Sakean,36373
15.05.06.2010,15.05.06,4,Lopak Alai,36373
15.05.06.2011,15.05.06,4,Tarikan,36373
15.05.06.2012,15.05.06,4,Ramin,36373
15.05.06.2013,15.05.06,4,Teluk Raya,36373
15.05.06.2014,15.05.06,4,Pemunduran,36373
15.05.06.2015,15.05.06,4,Sipin Teluk Duren,36373
15.05.06.2016,15.05.06,4,Arang Arang,36373
15.05.06.2017,15.05.06,4,Sumber Jaya,36373
15.05.06.2018,15.05.06,4,Sungai Terap,36373
15.05.06.2023,15.05.06,4,Kasang Kumpeh,36373
15.05.06.2024,15.05.06,4,Kasang Kota Karang,36373
15.05.07,15.05,3,Sungai Bahar,
15.05.07.2004,15.05.07,4,Suka Makmur,36365
15.05.07.2005,15.05.07,4,Marga Mulya,36365
15.05.07.2006,15.05.07,4,Panca Mulya,36365
15.05.07.2007,15.05.07,4,Marga Manunggal Jaya,36365
15.05.07.2012,15.05.07,4,Tanjung Harapan,36365
15.05.07.2013,15.05.07,4,Berkah,36365
15.05.07.2018,15.05.07,4,Bukit Makmur,36365
15.05.07.2021,15.05.07,4,Bukit Mas,36365
15.05.07.2025,15.05.07,4,Mekar Sari Makmur,36365
15.05.07.2033,15.05.07,4,Bakti Mulya,36365
15.05.07.2034,15.05.07,4,Panca Bakti,36365
15.05.08,15.05,3,Sungai Gelam,
15.05.08.2001,15.05.08,4,Kebon IX,36363
15.05.08.2002,15.05.08,4,Talang Belido,36363
15.05.08.2003,15.05.08,4,Talang Kerinci,36363
15.05.08.2004,15.05.08,4,Ladang Panjang,36363
15.05.08.2005,15.05.08,4,Tangkit,36363
15.05.08.2006,15.05.08,4,Tangkit Baru,36363
15.05.08.2007,15.05.08,4,Sungai Gelam,36363
15.05.08.2008,15.05.08,4,Parit,36363
15.05.08.2009,15.05.08,4,Petaling Jaya,36363
15.05.08.2010,15.05.08,4,Sumber Agung,36363
15.05.08.2011,15.05.08,4,Mingkung Jaya,36363
15.05.08.2012,15.05.08,4,Trimulya Jaya,36363
15.05.08.2013,15.05.08,4,Mekar Jaya,36363
15.05.08.2014,15.05.08,4,Sido Mukti,36363
15.05.08.2015,15.05.08,4,Gambut Jaya,36363
15.05.09,15.05,3,Bahar Utara,
15.05.09.2001,15.05.09,4,Talang Bukit,36367
15.05.09.2002,15.05.09,4,Talang Datar,36367
15.05.09.2003,15.05.09,4,Sumber Mulya,36367
15.05.09.2004,15.05.09,4,Mulya Jaya,36367
15.05.09.2005,15.05.09,4,Matra Manunggal,36367
15.05.09.2006,15.05.09,4,Bukit Mulya,36367
15.05.09.2007,15.05.09,4,Sumber Jaya,36367
15.05.09.2008,15.05.09,4,Pinang Tinggi,36367
15.05.09.2009,15.05.09,4,Markanding,36367
15.05.09.2010,15.05.09,4,Sungai Dayo,36367
15.05.09.2011,15.05.09,4,Bahar Mulya,36367
15.05.10,15.05,3,Bahar Selatan,
15.05.10.2001,15.05.10,4,Bukit Subur,36366
15.05.10.2002,15.05.10,4,Tri Jaya,36366
15.05.10.2003,15.05.10,4,Mekar Jaya,36366
15.05.10.2004,15.05.10,4,Ujung Tanjung,36366
15.05.10.2005,15.05.10,4,Tanjung Baru,36366
15.05.10.2006,15.05.10,4,Tanjung Mulia,36366
15.05.10.2007,15.05.10,4,Adipura Kencana,36366
15.05.10.2008,15.05.10,4,Bukit Jaya,36366
15.05.10.2009,15.05.10,4,Tanjung Sari,36366
15.05.10.2010,15.05.10,4,Tanjung Lebar,36366
15.05.11,15.05,3,Taman Rajo,
15.05.11.2001,15.05.11,4,Kunangan,36383
15.05.11.2002,15.05.11,4,Talang Duku,36383
15.05.11.2003,15.05.11,4,Tebat Patah,36383
15.05.11.2004,15.05.11,4,Kemingking Dalam,36383
15.05.11.2005,15.05.11,4,Teluk Jambu,36383
15.05.11.2006,15.05.11,4,Dusun Mudo,36383
15.05.11.2007,15.05.11,4,Sekumbung,36383
15.05.11.2008,15.05.11,4,Kemingking Luar,36383
15.05.11.2009,15.05.11,4,Rukam,36383
15.05.11.2010,15.05.11,4,Manis Mato,36383
15.06,15,2,Kabupaten Tanjung Jabung Barat,
15.06.01,15.06,3,Tungkal Ulu,
15.06.01.1005,15.06.01,4,Pelabuhan Dagang,36552
15.06.01.2001,15.06.01,4,Badang,36552
15.06.01.2002,15.06.01,4,Tanjung Tayas,36552
15.06.01.2003,15.06.01,4,Kuala Dasal,36552
15.06.01.2004,15.06.01,4,Pematang Pauh,36552
15.06.01.2006,15.06.01,4,Taman Raja,36552
15.06.01.2017,15.06.01,4,Brasau,36552
15.06.01.2019,15.06.01,4,Gemuruh,36552
15.06.01.2020,15.06.01,4,Pematang Tembesu,36552
15.06.01.2021,15.06.01,4,Badang Sepakat,36552
15.06.02,15.06,3,Tungkal Ilir,
15.06.02.1004,15.06.02,4,Tungkal Empat Kota,36557
15.06.02.1005,15.06.02,4,Tungkal III,36557
15.06.02.1006,15.06.02,4,Tungkal Harapan,36557
15.06.02.1007,15.06.02,4,Tungkal II,36557
15.06.02.1015,15.06.02,4,Kampung Nelayan,36557
15.06.02.1016,15.06.02,4,Patunas,36557
15.06.02.1017,15.06.02,4,Sriwijaya,36557
15.06.02.1018,15.06.02,4,Sungainibung,36557
15.06.02.2003,15.06.02,4,Tungkal I,36557
15.06.02.2014,15.06.02,4,Teluk Sialang,36557
15.06.03,15.06,3,Pengabuan,
15.06.03.1001,15.06.03,4,Teluknilau,36553
15.06.03.2006,15.06.03,4,Parit Pudin,36553
15.06.03.2007,15.06.03,4,Sungai Serindit,36553
15.06.03.2008,15.06.03,4,Mekar Jati,36553
15.06.03.2012,15.06.03,4,Sungai Pampang,36553
15.06.03.2013,15.06.03,4,Parit Sidang,36553
15.06.03.2014,15.06.03,4,Sungai Jering,36553
15.06.03.2015,15.06.03,4,Parit Bilal,36553
15.06.03.2016,15.06.03,4,Suak Samin,36553
15.06.03.2017,15.06.03,4,Sungai Baung,36553
15.06.03.2018,15.06.03,4,Karya Maju,36553
15.06.03.2019,15.06.03,4,Sungai Raya,36553
15.06.03.2020,15.06.03,4,Pasar Senin,36553
15.06.04,15.06,3,Betara,
15.06.04.1007,15.06.04,4,Mekar Jaya,36555
15.06.04.2001,15.06.04,4,Pematang Lumut,36555
15.06.04.2008,15.06.04,4,Makmur Jaya,36555
15.06.04.2009,15.06.04,4,Serdang Jaya,36555
15.06.04.2010,15.06.04,4,Terjun Gajah,36555
15.06.04.2011,15.06.04,4,Lubuk Terentang,36555
15.06.04.2012,15.06.04,4,Pematang Buluh,36555
15.06.04.2013,15.06.04,4,Muntialo,36555
15.06.04.2014,15.06.04,4,Teluk Kulbi,36555
15.06.04.2015,15.06.04,4,Bunga Tanjung,36555
15.06.04.2016,15.06.04,4,Sungai Terap,36555
15.06.04.2017,15.06.04,4,Mandala Jaya,36555
15.06.05,15.06,3,Merlung,
15.06.05.1007,15.06.05,4,Merlung,36554
15.06.05.2005,15.06.05,4,Penyabungan,36554
15.06.05.2006,15.06.05,4,Lubuk Terap,36554
15.06.05.2008,15.06.05,4,Tanjung Paku,36554
15.06.05.2012,15.06.05,4,Tanjung Benanak,36554
15.06.05.2013,15.06.05,4,Bukit Harapan,36554
15.06.05.2014,15.06.05,4,Adi Purwa,36554
15.06.05.2018,15.06.05,4,Pinang Gading,36554
15.06.05.2020,15.06.05,4,Merlung,36554
15.06.05.2021,15.06.05,4,Tanjung Makmur,36554
15.06.06,15.06,3,Tebing Tinggi,
15.06.06.1001,15.06.06,4,Tebing Tinggi,36551
15.06.06.2002,15.06.06,4,Purwodadi,36551
15.06.06.2003,15.06.06,4,Suka Damai,36551
15.06.06.2004,15.06.06,4,Adi Jaya,36551
15.06.06.2005,15.06.06,4,Kelagian,36551
15.06.06.2006,15.06.06,4,Teluk Pengkah,36551
15.06.06.2007,15.06.06,4,Talang Makmur,36551
15.06.06.2008,15.06.06,4,Sungai Keruh,36551
15.06.06.2009,15.06.06,4,Dataran Kempas,36551
15.06.06.2010,15.06.06,4,Delima,36551
15.06.07,15.06,3,Batang Asam,
15.06.07.1001,15.06.07,4,Dusun Kebun,36550
15.06.07.2002,15.06.07,4,Sri Agung,36550
15.06.07.2003,15.06.07,4,Suban,36550
15.06.07.2004,15.06.07,4,Tanjung Bojo,36550
15.06.07.2005,15.06.07,4,Kampung Baru,36550
15.06.07.2006,15.06.07,4,Lubuk Bernai,36550
15.06.07.2007,15.06.07,4,Rawa Medang,36550
15.06.07.2008,15.06.07,4,Sungai Penoban,36550
15.06.07.2009,15.06.07,4,Rawang Kempas,36550
15.06.07.2010,15.06.07,4,Lubuk Lawas,36550
15.06.07.2011,15.06.07,4,Sungai Badar,36550
15.06.08,15.06,3,Renah Mendaluh,
15.06.08.1001,15.06.08,4,Lubuk Kambing,36559
15.06.08.2002,15.06.08,4,Pulau Pauh,36559
15.06.08.2003,15.06.08,4,Rantau Benar,36559
15.06.08.2004,15.06.08,4,Lampisi,36559
15.06.08.2005,15.06.08,4,Cinta Damai,36559
15.06.08.2006,15.06.08,4,Sungai Rotan,36559
15.06.08.2007,15.06.08,4,Muara Danau,36559
15.06.08.2008,15.06.08,4,Tanah Tumbuh,36559
15.06.08.2009,15.06.08,4,Sungai Paur,36559
15.06.08.2010,15.06.08,4,Bukit Bakar,36559
15.06.09,15.06,3,Muara Papalik,
15.06.09.1001,15.06.09,4,Rantau Badak,36558
15.06.09.2002,15.06.09,4,Dusun Mudo,36558
15.06.09.2003,15.06.09,4,Intan Jaya,36558
15.06.09.2004,15.06.09,4,Bukit Indah,36558
15.06.09.2005,15.06.09,4,Kemang Manis,36558
15.06.09.2006,15.06.09,4,Rantau Badak Lamo,36558
15.06.09.2007,15.06.09,4,Lubuk Sebontan,36558
15.06.09.2008,15.06.09,4,Sungai Papauh,36558
15.06.09.2009,15.06.09,4,Sungai Muluk,36558
15.06.09.2010,15.06.09,4,Pematang Balam,36558
15.06.10,15.06,3,Seberang Kota,
15.06.10.1001,15.06.10,4,Tungkal V,36514
15.06.10.2002,15.06.10,4,Tungkal IV Desa,36514
15.06.10.2003,15.06.10,4,Kuala Baru,36514
15.06.10.2004,15.06.10,4,Teluk Pulai Raya,36514
15.06.10.2005,15.06.10,4,Mekar Alam,36511
15.06.10.2006,15.06.10,4,Harapan Jaya,36511
15.06.10.2007,15.06.10,4,Kuala Kahar,36511
15.06.10.2008,15.06.10,4,Muara Seberang,36511
15.06.11,15.06,3,Bram Itam,
15.06.11.1001,15.06.11,4,Bram Itam Kiri,36514
15.06.11.2002,15.06.11,4,Bram Itam Kanan,36514
15.06.11.2003,15.06.11,4,Tanjung Senjulang,36514
15.06.11.2004,15.06.11,4,Pembengis,36514
15.06.11.2005,15.06.11,4,Bram Itam Raya,36514
15.06.11.2006,15.06.11,4,Pantai Gading,36514
15.06.11.2007,15.06.11,4,Jati Emas,36514
15.06.11.2008,15.06.11,4,Kemuning,36514
15.06.11.2009,15.06.11,4,Mekar Tanjung,36514
15.06.11.2010,15.06.11,4,Semau,36514
15.06.12,15.06,3,Kuala Betara,
15.06.12.1001,15.06.12,4,Betara Kiri,36556
15.06.12.2002,15.06.12,4,Sungai Dualap,36556
15.06.12.2003,15.06.12,4,Betara Kanan,36556
15.06.12.2004,15.06.12,4,Sungai Gebar,36556
15.06.12.2005,15.06.12,4,Dataran Pinang,36556
15.06.12.2006,15.06.12,4,Tanjung Pasir,36556
15.06.12.2007,15.06.12,4,Sungai Gebar Barat,36556
15.06.12.2008,15.06.12,4,Sungai Dungun,36556
15.06.12.2009,15.06.12,4,Kuala Indah,36556
15.06.12.2010,15.06.12,4,Suak Labu,36556
15.06.13,15.06,3,Senyerang,
15.06.13.1001,15.06.13,4,Senyerang,36513
15.06.13.2002,15.06.13,4,Sungai Kayu Aro,36513
15.06.13.2003,15.06.13,4,Teluk Ketapang,36513
15.06.13.2004,15.06.13,4,Sungai Rambai,36513
15.06.13.2005,15.06.13,4,Margo Rukun,36513
15.06.13.2006,15.06.13,4,Kempas Jaya,36513
15.06.13.2007,15.06.13,4,Lumahan,36513
15.06.13.2008,15.06.13,4,Sungai Landak,36513
15.06.13.2009,15.06.13,4,Sungsang,36513
15.06.13.2010,15.06.13,4,Sungai Kepayang,36513
15.07,15,2,Kabupaten Tanjung Jabung Timur,
15.07.01,15.07,3,Muara Sabak Timur,
15.07.01.1010,15.07.01,4,Muara Sabak Ilir,36762
15.07.01.1013,15.07.01,4,Muara Sabak Ulu,36762
15.07.01.2001,15.07.01,4,Alang-Alang,36762
15.07.01.2002,15.07.01,4,Lambur,36762
15.07.01.2004,15.07.01,4,Simbur Naik,36762
15.07.01.2011,15.07.01,4,Lambur I,36762
15.07.01.2012,15.07.01,4,Lambur II,36762
15.07.01.2014,15.07.01,4,Kota Raja,36762
15.07.01.2015,15.07.01,4,Siau Dalam,36762
15.07.01.2016,15.07.01,4,Sungai Ular,36762
15.07.01.2017,15.07.01,4,Kota Harapan,36762
15.07.01.2018,15.07.01,4,Kuala Simbur,36762
15.07.02,15.07,3,Nipah Panjang,
15.07.02.1001,15.07.02,4,Nipah Panjang I,36771
15.07.02.1002,15.07.02,4,Nipah Panjang II,36771
15.07.02.2003,15.07.02,4,Simpang Jelita,36771
15.07.02.2004,15.07.02,4,Simpang Datuk,36771
15.07.02.2005,15.07.02,4,Teluk Kijing,36771
15.07.02.2006,15.07.02,4,Sungai Raya,36771
15.07.02.2007,15.07.02,4,Pemusiran,36771
15.07.02.2008,15.07.02,4,Sungai Tering,36771
15.07.02.2009,15.07.02,4,Sungai Jeruk,36771
15.07.02.2010,15.07.02,4,Bunga Tanjung,36771
15.07.03,15.07,3,Mendahara,
15.07.03.1002,15.07.03,4,Mendahara Ilir,36765
15.07.03.2001,15.07.03,4,Pangkal Duri,36765
15.07.03.2003,15.07.03,4,Mendahara Tengah,36765
15.07.03.2007,15.07.03,4,Lagan Ilir,36765
15.07.03.2014,15.07.03,4,Sinar Kalimantan,36765
15.07.03.2015,15.07.03,4,Sungai Tawar,36765
15.07.03.2016,15.07.03,4,Bakti Idaman,36765
15.07.03.2017,15.07.03,4,Merbau,36765
15.07.03.2018,15.07.03,4,Pangkal Duri Ilir,36765
15.07.04,15.07,3,Rantau Rasau,
15.07.04.1006,15.07.04,4,Bandar Jaya,36772
15.07.04.2004,15.07.04,4,Rantau Rasau I,36772
15.07.04.2005,15.07.04,4,Rantau Rasau II,36772
15.07.04.2007,15.07.04,4,Harapan Makmur,36772
15.07.04.2008,15.07.04,4,Bangun Karya,36772
15.07.04.2009,15.07.04,4,Rantau Jaya,36772
15.07.04.2011,15.07.04,4,Sungai Dusun,36772
15.07.04.2013,15.07.04,4,Karya Bakti,36772
15.07.04.2014,15.07.04,4,Marga Mulya,36772
15.07.04.2015,15.07.04,4,Pematang Mayan,36772
15.07.04.2016,15.07.04,4,Tri Mulyo,36772
15.07.05,15.07,3,Sadu,
15.07.05.1005,15.07.05,4,Sungai Lokan,36773
15.07.05.2001,15.07.05,4,Sungai Sayang,36773
15.07.05.2002,15.07.05,4,Air Hitam Laut,36773
15.07.05.2003,15.07.05,4,Sungai Jambat,36773
15.07.05.2004,15.07.05,4,Sungai Itik,36773
15.07.05.2006,15.07.05,4,Sungai Benuh,36773
15.07.05.2007,15.07.05,4,Sungai Cemara,36773
15.07.05.2008,15.07.05,4,Remau Baku Tuo,36773
15.07.05.2009,15.07.05,4,Labuhan Pering,36773
15.07.06,15.07,3,Dendang,
15.07.06.1006,15.07.06,4,Rantau Indah,36763
15.07.06.2003,15.07.06,4,Kuala Dendang,36763
15.07.06.2004,15.07.06,4,Koto Kandis Dendang,36763
15.07.06.2005,15.07.06,4,Koto Kandis,36763
15.07.06.2007,15.07.06,4,Sido Mukti,36763
15.07.06.2008,15.07.06,4,Catur Rahayu,36763
15.07.06.2009,15.07.06,4,Jati Mulyo,36763
15.07.07,15.07,3,Muara Sabak Barat,
15.07.07.1001,15.07.07,4,Kampung Singkep,36761
15.07.07.1002,15.07.07,4,Nibung Putih,36761
15.07.07.1003,15.07.07,4,Rano,36761
15.07.07.1004,15.07.07,4,Talang Babat,36761
15.07.07.1005,15.07.07,4,Parit Culum I,36761
15.07.07.1006,15.07.07,4,Parit Culum II,36761
15.07.07.1007,15.07.07,4,Teluk Dawan,36761
15.07.08,15.07,3,Kuala Jambi,
15.07.08.1001,15.07.08,4,Kampung Laut,36760
15.07.08.1002,15.07.08,4,Tanjung Solok,36760
15.07.08.2003,15.07.08,4,Teluk Majelis,36760
15.07.08.2004,15.07.08,4,Kuala Lagan,36760
15.07.08.2005,15.07.08,4,Majelis Hidayah,36760
15.07.08.2006,15.07.08,4,Manunggal Makmur,36760
15.07.09,15.07,3,Mendahara Ulu,
15.07.09.1001,15.07.09,4,Simpang Tuan,36766
15.07.09.2002,15.07.09,4,Pematang Rahim,36766
15.07.09.2003,15.07.09,4,Sungai Toman,36766
15.07.09.2004,15.07.09,4,Bukit Tempurung,36766
15.07.09.2005,15.07.09,4,Sinar Wajo,36766
15.07.09.2006,15.07.09,4,Sungai Beras,36766
15.07.09.2007,15.07.09,4,Mencolok,36766
15.07.10,15.07,3,Geragai,
15.07.10.1010,15.07.10,4,Pandan Jaya,36764
15.07.10.2001,15.07.10,4,Lagan Ulu,36764
15.07.10.2002,15.07.10,4,Lagan Tengah,36764
15.07.10.2004,15.07.10,4,Pandan Makmur,36764
15.07.10.2005,15.07.10,4,Pandan Lagan,36764
15.07.10.2006,15.07.10,4,Suka Maju,36764
15.07.10.2007,15.07.10,4,Kota Baru,36764
15.07.10.2008,15.07.10,4,Rantau Karya,36764
15.07.10.2009,15.07.10,4,Pandan Sejahtera,36764
15.07.11,15.07,3,Berbak,
15.07.11.1001,15.07.11,4,Simpang,36751
15.07.11.2002,15.07.11,4,Rantau Rasau,36751
15.07.11.2003,15.07.11,4,Rantau Makmur,36751
15.07.11.2004,15.07.11,4,Sungai Rambut,36751
15.07.11.2005,15.07.11,4,Rawasari,36751
15.07.11.2006,15.07.11,4,Telaga Limo,36751
15.08,15,2,Kabupaten Bungo,
15.08.01,15.08,3,Tanah Tumbuh,
15.08.01.2001,15.08.01,4,Pedukun,37255
15.08.01.2002,15.08.01,4,Lubuk Niur,37255
15.08.01.2003,15.08.01,4,Teluk Kecimbung,37255
15.08.01.2004,15.08.01,4,Tanah Tumbuh,37255
15.08.01.2005,15.08.01,4,Rambah,37255
15.08.01.2006,15.08.01,4,Tebing Tinggi Uleh,37255
15.08.01.2007,15.08.01,4,Bukit Kemang,37255
15.08.01.2008,15.08.01,4,Panjang,37255
15.08.01.2009,15.08.01,4,Perenti Luweh,37255
15.08.01.2015,15.08.01,4,Renah Jelmu,37255
15.08.01.2016,15.08.01,4,Koto Jayo,37255
15.08.02,15.08,3,Rantau Pandan,
15.08.02.2001,15.08.02,4,Rantau Duku,37261
15.08.02.2002,15.08.02,4,Talang Sungai Bungo,37261
15.08.02.2003,15.08.02,4,Rantau Pandan,37261
15.08.02.2004,15.08.02,4,Leban,37261
15.08.02.2005,15.08.02,4,Lubuk Kayu Aro,37261
15.08.02.2015,15.08.02,4,Lubuk Mayan,37261
15.08.03,15.08,3,Pasar Muaro Bungo,
15.08.03.1006,15.08.03,4,Tanjung Gedang,37214
15.08.03.1007,15.08.03,4,Bungo Timur,37214
15.08.03.1008,15.08.03,4,Bungo Barat,37214
15.08.03.1022,15.08.03,4,Jaya Setia,37214
15.08.03.1023,15.08.03,4,Batang Bungo,37214
15.08.04,15.08,3,Jujuhan,
15.08.04.2001,15.08.04,4,Tanjung Belit,37256
15.08.04.2002,15.08.04,4,Rantau Ikil,37256
15.08.04.2003,15.08.04,4,Pulau Jelmu,37256
15.08.04.2004,15.08.04,4,Sirih Sekapur,37256
15.08.04.2005,15.08.04,4,Ujung Tanjung,37256
15.08.04.2007,15.08.04,4,Jumbak,37256
15.08.04.2009,15.08.04,4,Rantau Panjang,37256
15.08.04.2013,15.08.04,4,Talang Pamesun,37256
15.08.04.2014,15.08.04,4,Baru Balai Panjang,37256
15.08.04.2015,15.08.04,4,Sirih Sekapur Perkembangan,37256
15.08.05,15.08,3,Tanah Sepenggal,
15.08.05.2001,15.08.05,4,Teluk Pandak,37263
15.08.05.2003,15.08.05,4,Empelu,37263
